Employee_ID,FirstName,LastName,Gender,Age,Education,EducationField,Country,JobRole,YearsAtCompany,BusinessTravel,Department,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DistanceFromHQ,StreetAddress,City,State,Zipcode,Longitude,Latitude,AgeWhenHired,MaritalStatus,Over18,PercentSalaryHike,StockOptionLevel,MonthlyIncome,DailyRate,HourlyRate,WorkLifeBalanceScore,LeadershipScore,CultureScore,Benefits_LeaveScore,CompensationScore,HappinessPercent,Attrition,MonthlyIncome_SDBIN
18.000000,"Wesley","Mccullough","M",36.000000,"Bachelors","Life Sciences","United States","Human Resources",5.000000,"Travel_Rarely","Finance","Low","Medium","Junior Associate","Low",0.000000,"No","Outstanding","High",6.000000,3.000000,3.000000,4.000000,0.000000,3.000000,7.678500,"2 RIVER RD","New York","NY",10463.000000,-73.923989,40.888245,42.000000,"Married","Y",21.000000,"No Option Plan",2342.000000,78.066667,9.758333,0.547000,0.847000,0.767000,0.896000,0.756000,0.822479,"No",0
19.000000,"Leonardo","Holloway","M",39.000000,"Bachelors","Life Sciences","United States","Human Resources",5.000000,"Travel_Rarely","Human Resources","Very High","Medium","Associate","Very High",8.000000,"No","Excellent","High",13.000000,2.000000,3.000000,4.000000,0.000000,4.000000,7.665800,"1310 HERSCHELL ST","New York","NY",10461.000000,-73.842686,40.836285,36.000000,"Married","Y",11.000000,"Large Option Plan",5204.000000,173.466667,21.683333,0.555000,0.918000,0.733000,0.740000,0.850000,0.974603,"No",0
20.000000,"Michael","Wilkins","M",33.000000,"Some College","Human Resources","United States","Human Resources",4.000000,"Travel_Rarely","Human Resources","Very High","High","Junior Associate","Medium",3.000000,"Yes","Excellent","High",7.000000,4.000000,4.000000,3.000000,0.000000,3.000000,8.098800,"55 W DEMAREST AVE","Alpine","NJ",7631.000000,-73.975578,40.900192,25.000000,"Divorced","Y",11.000000,"Full Option Plan",2277.000000,75.900000,9.487500,0.785000,0.686000,0.919000,0.751000,0.716000,0.671304,"No",0
21.000000,"Amiah","Haney","F",45.000000,"Masters","Medical","United States","Human Resources",6.000000,"Travel_Rarely","Human Resources","Medium","High","Junior Associate","Medium",1.000000,"No","Excellent","Low",6.000000,3.000000,3.000000,3.000000,0.000000,4.000000,5.585600,"535 AUDUBON AVE","New York","NY",10040.000000,-73.922884,40.855112,29.000000,"Single","Y",16.000000,"No Option Plan",2177.000000,72.566667,9.070833,0.805000,0.683000,0.737000,0.822000,0.716000,0.981439,"No",0
22.000000,"Mathew","Lam","M",38.000000,"Bachelors","Human Resources","United States","Human Resources",7.000000,"Travel_Rarely","Human Resources","High","Very High","Junior Associate","High",1.000000,"No","Excellent","Very High",7.000000,2.000000,4.000000,6.000000,5.000000,0.000000,7.736100,"220 DIVISION AVE","Carlstadt","NJ",7072.000000,-74.079179,40.859592,41.000000,"Married","Y",13.000000,"Full Option Plan",2844.000000,94.800000,11.850000,0.844000,0.801000,0.687000,0.703000,0.591000,0.444177,"No",0
23.000000,"Brittany","Evans","F",35.000000,"Masters","Technical Degree","United States","Human Resources",5.000000,"Travel_Rarely","Human Resources","High","High","Junior Associate","High",1.000000,"No","Excellent","Medium",6.000000,2.000000,1.000000,4.000000,1.000000,4.000000,5.185700,"510 WASHINGTON BLVD","Jersey City","NJ",7310.000000,-74.033960,40.724986,34.000000,"Single","Y",17.000000,"No Option Plan",4323.000000,144.100000,18.012500,0.648000,0.619000,0.766000,0.754000,0.804000,0.974330,"No",0
24.000000,"Reagan","Peters","M",33.000000,"Bachelors","Human Resources","United States","Human Resources",5.000000,"Travel_Rarely","Operations","Medium","High","Junior Associate","High",1.000000,"No","Excellent","Very High",5.000000,2.000000,3.000000,4.000000,1.000000,4.000000,8.049500,"4516 PALISADE AVE","New York","NY",10471.000000,-73.917775,40.892272,47.000000,"Married","Y",13.000000,"Full Option Plan",3600.000000,120.000000,15.000000,0.572000,0.717000,0.717000,0.794000,0.724000,0.837649,"No",0
25.000000,"Finley","Wolf","M",42.000000,"Doctorate","Medical","United States","Human Resources",4.000000,"Non-Travel","Operations","Very High","Very High","Associate","Low",7.000000,"No","Excellent","Low",10.000000,3.000000,4.000000,3.000000,0.000000,3.000000,5.294500,"444 WASHINGTON BLVD","Jersey City","NJ",7310.000000,-74.034884,40.723526,50.000000,"Married","Y",16.000000,"Full Option Plan",6272.000000,209.066667,26.133333,0.642000,0.775000,0.781000,0.789000,0.655000,0.837314,"No",0
26.000000,"Desmond","Bartlett","M",34.000000,"Bachelors","Life Sciences","United States","Human Resources",10.000000,"Travel_Frequently","Operations","High","Medium","Associate","Medium",4.000000,"No","Excellent","Very High",14.000000,5.000000,4.000000,9.000000,1.000000,8.000000,8.345000,"2860 SAMPSON AVE","New York","NY",10465.000000,-73.819332,40.819849,44.000000,"Married","Y",11.000000,"Large Option Plan",4490.000000,149.666667,18.708333,0.535000,0.792000,0.720000,0.760000,0.622000,0.982717,"No",0
27.000000,"Branden","Villanueva","M",46.000000,"Some College","Life Sciences","United States","Human Resources",7.000000,"Travel_Rarely","Operations","Very High","High","Junior Associate","Low",6.000000,"No","Excellent","High",10.000000,3.000000,4.000000,6.000000,5.000000,7.000000,5.478500,"5316 72ND ST","New York","NY",11378.000000,-73.892583,40.730790,23.000000,"Single","Y",12.000000,"No Option Plan",3423.000000,114.100000,14.262500,0.844000,0.801000,0.612000,0.671000,0.610000,0.872484,"No",0
28.000000,"Alvaro","Acevedo","M",56.000000,"Masters","Life Sciences","United States","Manager",7.000000,"Travel_Rarely","Operations","Very High","High","VP to C-Level","Medium",6.000000,"No","Excellent","Low",36.000000,4.000000,3.000000,3.000000,7.000000,7.000000,6.573100,"25 E SHEFFIELD AVE","Alpine","NJ",7631.000000,-73.985042,40.877588,23.000000,"Single","Y",14.000000,"No Option Plan",19717.000000,657.233333,82.154167,0.845000,0.776000,0.678000,0.786000,0.626000,0.973706,"No",1
29.000000,"Reynaldo","Bradford","M",51.000000,"Bachelors","Life Sciences","United States","Manager",33.000000,"Travel_Rarely","Operations","High","High","Executive","Medium",1.000000,"Yes","Excellent","Medium",33.000000,2.000000,3.000000,9.000000,0.000000,10.000000,8.958800,"15737 ROSE AVE","New York","NY",11355.000000,-73.806641,40.747592,20.000000,"Divorced","Y",11.000000,"Full Option Plan",14026.000000,467.533333,58.441667,0.654000,0.801000,0.624000,0.699000,0.758000,0.983454,"No",1
30.000000,"Ethen","Garrison","M",42.000000,"Bachelors","Human Resources","United States","Manager",20.000000,"Travel_Rarely","Operations","High","High","Executive","Low",0.000000,"No","Excellent","High",21.000000,5.000000,3.000000,7.000000,0.000000,9.000000,9.303800,"68 ZABRISKIE ST","River Edge","NJ",7601.000000,-74.038378,40.907726,46.000000,"Married","Y",14.000000,"Full Option Plan",16799.000000,559.966667,69.995833,0.752000,0.705000,0.783000,0.741000,0.795000,0.866734,"No",1
31.000000,"Quintin","Estrada","M",29.000000,"Bachelors","Other","United States","Human Resources",10.000000,"Travel_Rarely","Human Resources","Medium","Medium","Manager","Low",1.000000,"No","Excellent","Low",10.000000,3.000000,2.000000,9.000000,0.000000,9.000000,9.177400,"159 RIVER RD","North Arlington","NJ",7031.000000,-74.146115,40.793183,21.000000,"Single","Y",13.000000,"No Option Plan",7988.000000,266.266667,33.283333,0.704000,0.791000,0.688000,0.782000,0.730000,0.892858,"No",0
32.000000,"Kasen","Bender","M",31.000000,"Some College","Medical","United States","Human Resources",3.000000,"Travel_Rarely","Human Resources","Very High","Very High","Junior Associate","Medium",9.000000,"No","Excellent","Very High",8.000000,3.000000,3.000000,2.000000,0.000000,2.000000,5.818900,"75 SEAVIEW DR","Secaucus","NJ",7094.000000,-74.082102,40.776579,42.000000,"Single","Y",18.000000,"No Option Plan",2109.000000,70.300000,8.787500,0.744000,0.711000,0.618000,0.789000,0.748000,0.964078,"No",0
33.000000,"Johanna","Garrett","F",30.000000,"Bachelors","Life Sciences","United States","Human Resources",5.000000,"Travel_Rarely","Human Resources","High","High","Junior Associate","High",0.000000,"No","Outstanding","Low",6.000000,3.000000,4.000000,3.000000,1.000000,3.000000,6.676800,"1301 WALL ST W","North Arlington","NJ",7071.000000,-74.095267,40.805793,29.000000,"Divorced","Y",21.000000,"Full Option Plan",2064.000000,68.800000,8.600000,0.769000,0.669000,0.760000,0.712000,0.732000,0.802754,"No",0
34.000000,"Moises","Fischer","M",40.000000,"Some College","Medical","United States","Manager",21.000000,"Travel_Rarely","Human Resources","High","High","Executive","Very High",1.000000,"Yes","Outstanding","Very High",21.000000,2.000000,3.000000,7.000000,7.000000,7.000000,4.890000,"690 SECAUCUS RD","Secaucus","NJ",7094.000000,-74.064572,40.779583,41.000000,"Single","Y",21.000000,"No Option Plan",16437.000000,547.900000,68.487500,0.751000,0.702000,0.705000,0.730000,0.785000,0.837792,"No",1
35.000000,"Alejandra","Mayer","F",38.000000,"Masters","Human Resources","United States","Human Resources",6.000000,"Travel_Frequently","Information Technology","High","High","Associate","High",3.000000,"No","Excellent","High",10.000000,2.000000,3.000000,3.000000,1.000000,2.000000,9.388600,"669 EUCLID AVE","New York","NY",11208.000000,-73.870856,40.670527,49.000000,"Married","Y",11.000000,"No Option Plan",6077.000000,202.566667,25.320833,0.678000,0.784000,0.827000,0.675000,0.652000,0.577818,"No",0
36.000000,"Claudia","Hopkins","F",47.000000,"Masters","Life Sciences","United States","Manager",5.000000,"Travel_Rarely","Information Technology","Very High","High","VP to C-Level","High",3.000000,"No","Excellent","High",27.000000,2.000000,3.000000,2.000000,1.000000,0.000000,1.234600,"339 E 75TH ST","New York","NY",10021.000000,-73.955080,40.770054,24.000000,"Married","Y",11.000000,"Full Option Plan",19658.000000,655.266667,81.908333,0.673000,0.722000,0.689000,0.721000,0.722000,0.983472,"No",1
37.000000,"Jagger","Glass","M",44.000000,"Doctorate","Human Resources","United States","Human Resources",10.000000,"Travel_Frequently","Information Technology","Low","High","Associate","Very High",4.000000,"Yes","Excellent","High",14.000000,3.000000,3.000000,7.000000,0.000000,2.000000,9.035600,"18 ALDEN PARK","New York","NY",10465.000000,-73.806585,40.822484,34.000000,"Married","Y",11.000000,"No Option Plan",5743.000000,191.433333,23.929167,0.853000,0.757000,0.763000,0.740000,0.790000,0.575276,"No",0
38.000000,"Reece","Gonzales","M",44.000000,"Bachelors","Life Sciences","United States","Human Resources",2.000000,"Travel_Rarely","Information Technology","High","High","Junior Associate","Very High",4.000000,"Yes","Excellent","Low",8.000000,2.000000,3.000000,2.000000,2.000000,2.000000,8.045500,"116 WILLIAMS AVE","Hasbrouck Heights","NJ",7604.000000,-74.073331,40.870144,33.000000,"Divorced","Y",18.000000,"Small Option Plan",3195.000000,106.500000,13.312500,0.742000,0.572000,0.591000,0.791000,0.739000,0.902405,"No",0
39.000000,"William","Nelson","M",41.000000,"Bachelors","Human Resources","United States","Human Resources",3.000000,"Non-Travel","Finance","High","Low","Associate","Medium",6.000000,"No","Excellent","Medium",10.000000,4.000000,3.000000,2.000000,1.000000,2.000000,7.723000,"810 STERLING PL","New York","NY",11216.000000,-73.951758,40.672301,48.000000,"Married","Y",19.000000,"Full Option Plan",6430.000000,214.333333,26.791667,0.845000,0.807000,0.740000,0.666000,0.617000,0.810892,"No",0
40.000000,"Alexzander","Stanley","M",45.000000,"Bachelors","Life Sciences","United States","Human Resources",5.000000,"Travel_Rarely","Finance","High","Low","Manager","High",4.000000,"No","Outstanding","High",9.000000,2.000000,4.000000,0.000000,0.000000,3.000000,9.673700,"130 DEVRIESE CT","Bergenfield","NJ",7670.000000,-73.945602,40.921672,46.000000,"Married","Y",21.000000,"Large Option Plan",9756.000000,325.200000,40.650000,0.694000,0.801000,0.733000,0.724000,0.665000,0.978896,"No",0
41.000000,"Rosemary","Mays","F",24.000000,"Bachelors","Medical","United States","Human Resources",2.000000,"Travel_Frequently","Finance","Low","High","Junior Associate","Very High",0.000000,"No","Excellent","Very High",3.000000,2.000000,3.000000,2.000000,2.000000,1.000000,5.706000,"40 SEAVIEW DR","Secaucus","NJ",7094.000000,-74.080040,40.777628,43.000000,"Married","Y",14.000000,"Full Option Plan",2145.000000,71.500000,8.937500,0.754000,0.752000,0.848000,0.648000,0.721000,0.980890,"No",0
42.000000,"Theodore","Castaneda","M",43.000000,"Bachelors","Life Sciences","United States","Human Resources",9.000000,"Travel_Rarely","Finance","Medium","High","Junior Associate","Very High",0.000000,"No","Excellent","Medium",10.000000,5.000000,3.000000,7.000000,1.000000,8.000000,4.668100,"293 DELANCEY ST","New York","NY",10002.000000,-73.979715,40.715826,43.000000,"Single","Y",13.000000,"No Option Plan",3539.000000,117.966667,14.745833,0.801000,0.870000,0.851000,0.551000,0.724000,0.875695,"No",0
43.000000,"Iris","Forbes","F",37.000000,"Some College","Other","United States","Human Resources",10.000000,"Travel_Rarely","Finance","High","High","Associate","Medium",2.000000,"No","Excellent","High",19.000000,4.000000,2.000000,0.000000,4.000000,7.000000,0.502200,"135 CENTRAL PARK W","New York","NY",10023.000000,-73.973156,40.775939,36.000000,"Divorced","Y",13.000000,"No Option Plan",4071.000000,135.700000,16.962500,0.810000,0.714000,0.798000,0.721000,0.667000,0.623780,"No",0
44.000000,"Laura","Hodge","F",38.000000,"Bachelors","Human Resources","United States","Human Resources",11.000000,"Non-Travel","Human Resources","Low","High","Junior Associate","Medium",5.000000,"No","Excellent","Very High",13.000000,3.000000,3.000000,10.000000,3.000000,8.000000,2.098800,"190 COLUMBUS PL","Cliffside Park","NJ",7010.000000,-73.994752,40.807667,32.000000,"Divorced","Y",13.000000,"Small Option Plan",2592.000000,86.400000,10.800000,0.694000,0.704000,0.734000,0.628000,0.751000,0.909415,"No",0
45.000000,"Marcelo","Obrien","M",28.000000,"Some College","Life Sciences","United States","Human Resources",3.000000,"Non-Travel","Human Resources","High","High","Junior Associate","Very High",1.000000,"No","Excellent","Medium",3.000000,2.000000,3.000000,2.000000,2.000000,2.000000,6.653200,"2468 WEBB AVE","New York","NY",10468.000000,-73.905267,40.865360,44.000000,"Divorced","Y",15.000000,"Full Option Plan",2706.000000,90.200000,11.275000,0.710000,0.625000,0.553000,0.691000,0.725000,0.956139,"No",0
46.000000,"Hailie","Oconnor","F",29.000000,"Below College","Medical","United States","Human Resources",1.000000,"Travel_Rarely","Human Resources","Very High","Medium","Junior Associate","Medium",1.000000,"No","Excellent","Very High",1.000000,3.000000,3.000000,0.000000,0.000000,0.000000,8.106300,"7139 MANSE ST","New York","NY",11375.000000,-73.848546,40.711544,47.000000,"Married","Y",11.000000,"No Option Plan",2804.000000,93.466667,11.683333,0.754000,0.792000,0.724000,0.763000,0.753000,0.625617,"No",0
47.000000,"Kadence","Cruz","F",36.000000,"Below College","Human Resources","United States","Human Resources",10.000000,"Travel_Frequently","Human Resources","Medium","Medium","Associate","Very High",1.000000,"No","Outstanding","Very High",10.000000,2.000000,2.000000,1.000000,0.000000,8.000000,8.148600,"31 MARGINAL RD","Rutherford","NJ",7070.000000,-74.119002,40.820348,34.000000,"Single","Y",21.000000,"No Option Plan",3886.000000,129.533333,16.191667,0.801000,0.735000,0.851000,0.691000,0.758000,0.948988,"No",0
48.000000,"Enzo","Lucero","M",38.000000,"Masters","Other","United States","Human Resources",6.000000,"Travel_Frequently","Human Resources","Very High","High","Junior Associate","Medium",0.000000,"Yes","Excellent","Medium",7.000000,2.000000,3.000000,2.000000,1.000000,2.000000,5.705800,"4565 BROADWAY","New York","NY",10040.000000,-73.934255,40.860723,21.000000,"Married","Y",11.000000,"Full Option Plan",2991.000000,99.700000,12.462500,0.810000,0.720000,0.807000,0.730000,0.768000,0.781244,"No",0
49.000000,"Braeden","Booker","M",55.000000,"Masters","Human Resources","United States","Manager",10.000000,"Travel_Rarely","Human Resources","High","Very High","VP to C-Level","Medium",4.000000,"Yes","Excellent","Low",35.000000,0.000000,3.000000,9.000000,1.000000,4.000000,7.223700,"316 7TH ST","Carlstadt","NJ",7072.000000,-74.090734,40.835451,44.000000,"Married","Y",18.000000,"Full Option Plan",19636.000000,654.533333,81.816667,0.694000,0.783000,0.817000,0.887000,0.749000,0.405711,"No",1
50.000000,"Luka","Mcclain","M",25.000000,"Bachelors","Human Resources","United States","Human Resources",2.000000,"Travel_Rarely","Human Resources","High","High","Junior Associate","Medium",4.000000,"No","Excellent","High",6.000000,3.000000,3.000000,0.000000,1.000000,2.000000,8.972300,"14104 77TH AVE","New York","NY",11367.000000,-73.820810,40.720899,46.000000,"Married","Y",14.000000,"No Option Plan",2187.000000,72.900000,9.112500,0.710000,0.703000,0.833000,0.745000,0.816000,0.963820,"No",0
51.000000,"Alannah","Hendrix","F",35.000000,"Masters","Life Sciences","United States","Human Resources",9.000000,"Travel_Rarely","Human Resources","High","High","Manager","Very High",1.000000,"Yes","Excellent","High",9.000000,2.000000,3.000000,0.000000,1.000000,7.000000,8.236100,"70 20TH ST","New York","NY",11232.000000,-73.998743,40.665732,27.000000,"Single","Y",16.000000,"No Option Plan",8837.000000,294.566667,36.820833,0.628000,0.730000,0.733000,0.746000,0.816000,0.625650,"No",0
52.000000,"Jadon","Freeman","M",49.000000,"Below College","Life Sciences","United States","Research Scientist",10.000000,"Travel_Frequently","Information Technology","High","Medium","Associate","Medium",1.000000,"No","Outstanding","Very High",10.000000,3.000000,3.000000,7.000000,1.000000,7.000000,8.500500,"522 RIVER RD","Bogota","NJ",7666.000000,-74.038278,40.895108,25.000000,"Married","Y",23.000000,"Full Option Plan",5130.000000,171.000000,21.375000,0.719000,0.844000,0.798000,0.791000,0.765000,0.726138,"No",0
53.000000,"Memphis","Pace","M",33.000000,"Masters","Life Sciences","United States","Research Scientist",8.000000,"Travel_Frequently","Marketing","Very High","High","Junior Associate","High",1.000000,"Yes","Excellent","High",8.000000,3.000000,3.000000,7.000000,3.000000,0.000000,6.425700,"11927 7TH AVE","New York","NY",11356.000000,-73.848915,40.791067,34.000000,"Married","Y",11.000000,"No Option Plan",2909.000000,96.966667,12.120833,0.801000,0.605000,0.704000,0.813000,0.683000,0.826183,"No",0
54.000000,"Madalynn","Galvan","F",27.000000,"Below College","Medical","United States","Laboratory Technician",2.000000,"Travel_Rarely","Marketing","Low","High","Junior Associate","Medium",9.000000,"No","Excellent","Very High",6.000000,3.000000,3.000000,2.000000,2.000000,2.000000,8.895200,"140 32ND ST","New York","NY",11232.000000,-74.002761,40.656596,36.000000,"Married","Y",12.000000,"Full Option Plan",3468.000000,115.600000,14.450000,0.669000,0.584000,0.797000,0.842000,0.767000,0.835985,"No",0
